dialog_id,participant_index,is_bot
0739b7b7-9e38-4806-8c49-b7bdb739ff52,0,1
0739b7b7-9e38-4806-8c49-b7bdb739ff52,1,0
073b141e-40ad-44aa-aff6-9d4d395f2f23,0,1
073b141e-40ad-44aa-aff6-9d4d395f2f23,1,0
07713963-ab00-45fc-a52a-b781ae14f9f7,0,1
07713963-ab00-45fc-a52a-b781ae14f9f7,1,0
077ef28d-7550-425c-8c8f-8ad145204383,0,1
077ef28d-7550-425c-8c8f-8ad145204383,1,0
07d2c590-c349-48a0-b843-4944c748dd59,0,1
07d2c590-c349-48a0-b843-4944c748dd59,1,0
080bcf1e-e12f-4ae6-8780-4544cdc46155,0,1
080bcf1e-e12f-4ae6-8780-4544cdc46155,1,0
082c0c52-2dc0-4ff8-b721-d32bfafe28a5,0,0
082c0c52-2dc0-4ff8-b721-d32bfafe28a5,1,1
08aae2c8-03d1-4c73-b751-912de22ee41a,0,1
08aae2c8-03d1-4c73-b751-912de22ee41a,1,0
08b4b073-506e-4182-b2f9-02855761548c,0,0
08b4b073-506e-4182-b2f9-02855761548c,1,1
08d45ef7-eff5-4b9d-867e-75a19876ff48,0,0
08d45ef7-eff5-4b9d-867e-75a19876ff48,1,0
0941d86a-dd9d-4b45-bc65-6d0a2c0cc69d,0,1
0941d86a-dd9d-4b45-bc65-6d0a2c0cc69d,1,0
096a8603-a01d-4a63-a3ac-0cf0b9ab5359,0,1
096a8603-a01d-4a63-a3ac-0cf0b9ab5359,1,0
096bf3f8-75b9-462c-afdf-791739d213b7,0,0
096bf3f8-75b9-462c-afdf-791739d213b7,1,1
096dfb44-fb54-42ec-9cc8-ae712e4e1b66,0,0
096dfb44-fb54-42ec-9cc8-ae712e4e1b66,1,0
097f37d9-2cb2-4600-898c-f058287a2c58,0,0
097f37d9-2cb2-4600-898c-f058287a2c58,1,1
09aa6945-4ac3-4791-9ff6-327e94042022,0,1
09aa6945-4ac3-4791-9ff6-327e94042022,1,0
09ff907b-c4ea-44e2-9685-0a9acc42ac26,0,1
09ff907b-c4ea-44e2-9685-0a9acc42ac26,1,0
0a0c1ac8-efa7-45a1-8f2e-d318ab6cf2c5,0,0
0a0c1ac8-efa7-45a1-8f2e-d318ab6cf2c5,1,1
0a174d80-e492-44e6-a84f-36f0eb224dd8,0,1
0a174d80-e492-44e6-a84f-36f0eb224dd8,1,0
0a3178aa-c6fc-4812-ae29-0bc208771c44,0,1
0a3178aa-c6fc-4812-ae29-0bc208771c44,1,0
0a4b3a4f-439f-497c-8a20-89021260b62d,0,1
0a4b3a4f-439f-497c-8a20-89021260b62d,1,0
0a727197-ab6b-45e1-9468-86d35577e970,0,1
0a727197-ab6b-45e1-9468-86d35577e970,1,0
0b0d4757-e197-49dd-b8ff-91158e51dfc0,0,0
0b0d4757-e197-49dd-b8ff-91158e51dfc0,1,1
0b3235a7-911e-4b3d-a608-154fc37617a9,0,0
0b3235a7-911e-4b3d-a608-154fc37617a9,1,1
0b5e5bcb-5fd2-4c29-b5dc-41e1a57790bd,0,1
0b5e5bcb-5fd2-4c29-b5dc-41e1a57790bd,1,0
0b7b043a-4597-42ed-b305-efd43abc6a7d,0,0
0b7b043a-4597-42ed-b305-efd43abc6a7d,1,1
0b885ee2-aba5-46c4-a3a6-57d2c74cdf45,0,0
0b885ee2-aba5-46c4-a3a6-57d2c74cdf45,1,1
0ba8b470-a08c-461b-b53f-cd29ed275b89,0,1
0ba8b470-a08c-461b-b53f-cd29ed275b89,1,0
0c162fd6-5ab3-42db-93af-b080350ee556,0,1
0c162fd6-5ab3-42db-93af-b080350ee556,1,0
0c819330-e80f-4792-ab46-1ef383e0d18f,0,1
0c819330-e80f-4792-ab46-1ef383e0d18f,1,0
0ca073ee-6ccc-42e3-aa3c-1c9f758ec7c3,0,0
0ca073ee-6ccc-42e3-aa3c-1c9f758ec7c3,1,1
0ca631a3-57d7-4a2d-8aa6-fbb53e445f93,0,0
0ca631a3-57d7-4a2d-8aa6-fbb53e445f93,1,1
0cc092d7-db68-4f77-b01d-722ca8060a7c,0,0
0cc092d7-db68-4f77-b01d-722ca8060a7c,1,1
0d009f11-39fa-4c8e-a39e-700729bc0274,0,1
0d009f11-39fa-4c8e-a39e-700729bc0274,1,0
0d146242-4577-4f39-a18d-79d092c79178,0,0
0d146242-4577-4f39-a18d-79d092c79178,1,1
0d489209-3956-4527-88a6-0d9a53fc3e2d,0,0
0d489209-3956-4527-88a6-0d9a53fc3e2d,1,1
0d9e843b-fcee-4d46-8e2d-7d0b646f62f5,0,1
0d9e843b-fcee-4d46-8e2d-7d0b646f62f5,1,0
0ddf2099-c30d-43e8-9bba-21928a8a578b,0,0
0ddf2099-c30d-43e8-9bba-21928a8a578b,1,1
0df83215-3394-4a5a-8e7d-7b81572ea342,0,1
0df83215-3394-4a5a-8e7d-7b81572ea342,1,0
0e00e890-ccc2-44b0-9f26-e328b391964c,0,1
0e00e890-ccc2-44b0-9f26-e328b391964c,1,0
0e355076-14e5-41c2-b79e-ff54526a8869,0,1
0e355076-14e5-41c2-b79e-ff54526a8869,1,0
0e6850b8-a759-4f93-973c-e546c8f373a7,0,1
0e6850b8-a759-4f93-973c-e546c8f373a7,1,0
0ec1dfba-5384-4dc7-a9ea-fca04ec4989e,0,0
0ec1dfba-5384-4dc7-a9ea-fca04ec4989e,1,1
0ee57d33-bf7c-4e72-b638-b150d8e4236a,0,0
0ee57d33-bf7c-4e72-b638-b150d8e4236a,1,1
0f195454-7115-4e1e-9001-33b390c1ed8c,0,1
0f195454-7115-4e1e-9001-33b390c1ed8c,1,0
0f438791-7a16-4e7e-8142-33fc121f2552,0,1
0f438791-7a16-4e7e-8142-33fc121f2552,1,0
0fc71d4a-680c-4a9a-9156-f815205324d3,0,0
0fc71d4a-680c-4a9a-9156-f815205324d3,1,1
0fce6725-d15e-4cbb-b5df-2fa1fad8751c,0,1
0fce6725-d15e-4cbb-b5df-2fa1fad8751c,1,0
10d3efad-effa-4c18-aa1a-51a95773a316,0,0
10d3efad-effa-4c18-aa1a-51a95773a316,1,1
10d4486f-e7ed-4a4a-8037-6de9e5926dd5,0,1
10d4486f-e7ed-4a4a-8037-6de9e5926dd5,1,0
10f52f74-8977-4226-8cc0-3798b56be6e1,0,0
10f52f74-8977-4226-8cc0-3798b56be6e1,1,1
110ef012-916a-42b9-8bc2-acb5328aa931,0,1
110ef012-916a-42b9-8bc2-acb5328aa931,1,0
1134eb48-d0ee-4e90-becd-cc57b51d8e53,0,0
1134eb48-d0ee-4e90-becd-cc57b51d8e53,1,1
1136b1da-0c4b-403b-b9af-edeb666f1e29,0,1
1136b1da-0c4b-403b-b9af-edeb666f1e29,1,0
11729f9a-5c85-4d34-8415-a47a206dcb4c,0,1
11729f9a-5c85-4d34-8415-a47a206dcb4c,1,0
1194680f-2c7c-48ed-ba9b-7b6922ad6c71,0,0
1194680f-2c7c-48ed-ba9b-7b6922ad6c71,1,1
11d9b94a-2f0a-4e2c-a4ce-f0ab18fe0d7f,0,1
11d9b94a-2f0a-4e2c-a4ce-f0ab18fe0d7f,1,0
11e55b96-d23b-4fb8-a89c-24826968ab43,0,0
11e55b96-d23b-4fb8-a89c-24826968ab43,1,1
11ea8a97-acff-41ba-b55a-60ee9acbf2c9,0,1
11ea8a97-acff-41ba-b55a-60ee9acbf2c9,1,0
12076ba6-fc97-4c8d-8436-f8c29893a922,0,1
12076ba6-fc97-4c8d-8436-f8c29893a922,1,0
121a6387-6891-49e6-98da-856f2eb230e7,0,0
121a6387-6891-49e6-98da-856f2eb230e7,1,0
12f0ef81-c262-43e7-bb2a-920fd288a5fb,0,1
12f0ef81-c262-43e7-bb2a-920fd288a5fb,1,0
12f66e05-5458-4384-b701-0cbc75a4bc45,0,1
12f66e05-5458-4384-b701-0cbc75a4bc45,1,0
131d7e03-ddbd-4fda-9113-db1e19dabb56,0,1
131d7e03-ddbd-4fda-9113-db1e19dabb56,1,0
13579442-c503-4fde-b156-ff1e57bc4a91,0,1
13579442-c503-4fde-b156-ff1e57bc4a91,1,0
13916b8a-05a0-45bc-bc37-91fd990e1a92,0,1
13916b8a-05a0-45bc-bc37-91fd990e1a92,1,0
13998472-0aa8-4663-b3e0-1e7f268d8639,0,1
13998472-0aa8-4663-b3e0-1e7f268d8639,1,0
13e68227-5a9c-4c25-93f1-a9a6f697e2ba,0,1
13e68227-5a9c-4c25-93f1-a9a6f697e2ba,1,0
14113b41-b29f-46c6-ab9d-a307db1adcc4,0,1
14113b41-b29f-46c6-ab9d-a307db1adcc4,1,0
143811e5-6ffd-4c32-9ebf-98ebd304a386,0,1
143811e5-6ffd-4c32-9ebf-98ebd304a386,1,0
1444b858-c488-414a-937f-89f441323a63,0,0
1444b858-c488-414a-937f-89f441323a63,1,0
1498e18d-bae4-4374-af53-0413f4a8a204,0,0
1498e18d-bae4-4374-af53-0413f4a8a204,1,0
14a420f0-7f8a-40b6-8b2f-a0456e7511f4,0,0
14a420f0-7f8a-40b6-8b2f-a0456e7511f4,1,1
14dd9c14-aae1-4e05-ba5e-110ae9272345,0,1
14dd9c14-aae1-4e05-ba5e-110ae9272345,1,0
14e568ac-2a42-4f91-9ea1-9ddfb2297920,0,1
14e568ac-2a42-4f91-9ea1-9ddfb2297920,1,0
153b4561-9f50-42a7-b897-7e5d3e45fcc5,0,1
153b4561-9f50-42a7-b897-7e5d3e45fcc5,1,0
1540f3de-4c02-41ba-b4e5-f8992c7209e8,0,0
1540f3de-4c02-41ba-b4e5-f8992c7209e8,1,0
156640d5-d444-47d9-b282-8cb63bfee5db,0,0
156640d5-d444-47d9-b282-8cb63bfee5db,1,1
15ef09dc-983e-45d4-ab66-b7fe8113a3c6,0,1
15ef09dc-983e-45d4-ab66-b7fe8113a3c6,1,0
15f10ec7-883d-462d-b58b-3115dd1fa278,0,1
15f10ec7-883d-462d-b58b-3115dd1fa278,1,0
15ff5da8-d191-4624-98fb-95ac6899ab57,0,0
15ff5da8-d191-4624-98fb-95ac6899ab57,1,0
160f3366-a2f5-4a9b-b951-3151574f5490,0,0
160f3366-a2f5-4a9b-b951-3151574f5490,1,0
1680e4fe-73a5-46ea-9eb2-439638a5bffa,0,0
1680e4fe-73a5-46ea-9eb2-439638a5bffa,1,0
16d176a2-07e9-4ef3-92e3-9035dfaabd5b,0,0
16d176a2-07e9-4ef3-92e3-9035dfaabd5b,1,1
171cac50-ae78-4b05-9059-feffcff3454b,0,0
171cac50-ae78-4b05-9059-feffcff3454b,1,0
1773d664-73d9-442d-9c93-2659ad167088,0,0
1773d664-73d9-442d-9c93-2659ad167088,1,1
17761245-b87b-45e9-a159-2a8b4dfde649,0,1
17761245-b87b-45e9-a159-2a8b4dfde649,1,0
17931e01-79e9-461b-afd3-e5d422971a8f,0,1
17931e01-79e9-461b-afd3-e5d422971a8f,1,0
179a8065-6da2-434b-a67f-e3b7fb53b4e2,0,1
179a8065-6da2-434b-a67f-e3b7fb53b4e2,1,0
17ca1a3f-5b67-4e55-994c-f1a8dc48c729,0,1
17ca1a3f-5b67-4e55-994c-f1a8dc48c729,1,0
17f83139-7c0f-4109-9c84-9ab65ceb3992,0,1
17f83139-7c0f-4109-9c84-9ab65ceb3992,1,0
18514834-abba-4599-b693-f5dd6b78c839,0,0
18514834-abba-4599-b693-f5dd6b78c839,1,0
1859057d-0c9f-461a-9543-10f4be2b04de,0,0
1859057d-0c9f-461a-9543-10f4be2b04de,1,1
186a2a86-c7c8-4671-893c-d00361084f63,0,0
186a2a86-c7c8-4671-893c-d00361084f63,1,1
18732ed7-8bf5-46e8-a12e-13f6f16146be,0,1
18732ed7-8bf5-46e8-a12e-13f6f16146be,1,0
18753b84-1244-4d30-a8d0-0eed5cf4dc00,0,1
18753b84-1244-4d30-a8d0-0eed5cf4dc00,1,0
18787111-9a9e-435c-b820-b01a084abe82,0,1
18787111-9a9e-435c-b820-b01a084abe82,1,0
1924fb5d-b342-449b-a6e5-1d80c1203e82,0,1
1924fb5d-b342-449b-a6e5-1d80c1203e82,1,0
1937cea8-fdc7-49db-b993-2fddb62c8361,0,0
1937cea8-fdc7-49db-b993-2fddb62c8361,1,0
19a00fa3-3bb3-47e6-b6d7-3f5f7e19ce1c,0,1
19a00fa3-3bb3-47e6-b6d7-3f5f7e19ce1c,1,0
19a1490d-3687-4899-a1e6-28e23b376b9f,0,1
19a1490d-3687-4899-a1e6-28e23b376b9f,1,0
19a6ed98-f383-4266-b99b-6d4c8efcc506,0,1
19a6ed98-f383-4266-b99b-6d4c8efcc506,1,0
19bc1147-5a1e-4e51-a36c-c4572e57b4e4,0,1
19bc1147-5a1e-4e51-a36c-c4572e57b4e4,1,0
19d0f111-b569-4d5b-8a61-f6b58d908e30,0,1
19d0f111-b569-4d5b-8a61-f6b58d908e30,1,0
19e3168b-e0e6-4ef8-98ed-b904eaf4c8db,0,0
19e3168b-e0e6-4ef8-98ed-b904eaf4c8db,1,0
1a5b8b19-6ac9-4b2e-8b15-a28c05822bcb,0,1
1a5b8b19-6ac9-4b2e-8b15-a28c05822bcb,1,0
1a785505-38fe-4edf-93d6-69a205a14b24,0,0
1a785505-38fe-4edf-93d6-69a205a14b24,1,1
1a7ebbec-c0ba-4edd-84f5-42c9d8e9f0a6,0,0
1a7ebbec-c0ba-4edd-84f5-42c9d8e9f0a6,1,1
1a9023af-ac85-4e88-8c11-3c574f9f6387,0,0
1a9023af-ac85-4e88-8c11-3c574f9f6387,1,0
1ac51f1d-ed33-4ab9-8aac-c9f451154119,0,1
1ac51f1d-ed33-4ab9-8aac-c9f451154119,1,0
1afe3497-9352-44fd-883e-445049fc0428,0,0
1afe3497-9352-44fd-883e-445049fc0428,1,0
1b06c55e-5fe3-4a34-87b0-319e83e248bd,0,0
1b06c55e-5fe3-4a34-87b0-319e83e248bd,1,0
1b1406d6-9e7e-4b84-b172-f7372f3940e4,0,0
1b1406d6-9e7e-4b84-b172-f7372f3940e4,1,1
1b3d8907-2c76-4e8a-945a-34d2609296bf,0,1
1b3d8907-2c76-4e8a-945a-34d2609296bf,1,0
1b4272a7-53ab-47b0-b635-e6fe87619c5f,0,1
1b4272a7-53ab-47b0-b635-e6fe87619c5f,1,0
1b78a584-54d7-434c-8529-89ce6c5c34d5,0,0
1b78a584-54d7-434c-8529-89ce6c5c34d5,1,1
1b8b8efb-4799-4e43-9722-cbce03b25a86,0,1
1b8b8efb-4799-4e43-9722-cbce03b25a86,1,0
1b946775-eb45-4719-9d57-d563d4483ef1,0,0
1b946775-eb45-4719-9d57-d563d4483ef1,1,0
1ba3dc21-12eb-443d-a06a-8d8916a64b37,0,0
1ba3dc21-12eb-443d-a06a-8d8916a64b37,1,0
1bae6e3d-78e4-44cd-9ca1-63f795a48000,0,1
1bae6e3d-78e4-44cd-9ca1-63f795a48000,1,0
1bd30140-23b5-435b-90d1-a069f499af3c,0,1
1bd30140-23b5-435b-90d1-a069f499af3c,1,0
1c20a99d-79f6-46c7-8415-b596b7f3d4b3,0,1
1c20a99d-79f6-46c7-8415-b596b7f3d4b3,1,0
1c50152c-de57-47d3-b06b-ae92f8e94b14,0,1
1c50152c-de57-47d3-b06b-ae92f8e94b14,1,0
1c7951dd-7dff-4fac-b655-e28ed33e00b4,0,0
1c7951dd-7dff-4fac-b655-e28ed33e00b4,1,0
1ca7ab5b-11e8-4ff5-8ffd-08db1d403170,0,0
1ca7ab5b-11e8-4ff5-8ffd-08db1d403170,1,1
1cceeb9f-4455-40ea-a834-1a09461c3ed3,0,0
1cceeb9f-4455-40ea-a834-1a09461c3ed3,1,1
1cd50f46-4d40-4cc4-8552-198fc1ff9609,0,1
1cd50f46-4d40-4cc4-8552-198fc1ff9609,1,0
1ce380d5-03a3-469c-add9-433e9ff05698,0,0
1ce380d5-03a3-469c-add9-433e9ff05698,1,1
1d2f8dd8-c036-4c27-8056-171bd57a7264,0,0
1d2f8dd8-c036-4c27-8056-171bd57a7264,1,1
1d57fa80-f99a-49a1-b2d5-af51ae1c1aec,0,1
1d57fa80-f99a-49a1-b2d5-af51ae1c1aec,1,0
1dacc75c-3f1c-4751-afb6-3a52b06ba8b9,0,1
1dacc75c-3f1c-4751-afb6-3a52b06ba8b9,1,0
1dbcd597-7a0b-47ea-aeaa-6e5f853afa00,0,1
1dbcd597-7a0b-47ea-aeaa-6e5f853afa00,1,0
1dd39c50-51f0-4ae8-ae9c-8f7c294b2530,0,0
1dd39c50-51f0-4ae8-ae9c-8f7c294b2530,1,0
1def68f8-4077-43d1-88d3-1faa74c3a76b,0,0
1def68f8-4077-43d1-88d3-1faa74c3a76b,1,1
1e3156b8-e1f7-4762-a018-8397164aa9e1,0,0
1e3156b8-e1f7-4762-a018-8397164aa9e1,1,1
1e46378b-18e8-4f50-87bf-3e3fe3e413e8,0,0
1e46378b-18e8-4f50-87bf-3e3fe3e413e8,1,0
1e4a041b-9dd1-4958-b991-01817822ca5c,0,1
1e4a041b-9dd1-4958-b991-01817822ca5c,1,0
1e963e25-f393-4c5f-9397-d23946c25be5,0,0
1e963e25-f393-4c5f-9397-d23946c25be5,1,1
1f583e04-6b01-4d10-81ff-cfb4803f0ba2,0,0
1f583e04-6b01-4d10-81ff-cfb4803f0ba2,1,0
1fb2202d-9f29-432a-91cf-5af6fa7c51a1,0,0
1fb2202d-9f29-432a-91cf-5af6fa7c51a1,1,1
1fbe0074-1e1a-4834-b3fc-164e9badd752,0,0
1fbe0074-1e1a-4834-b3fc-164e9badd752,1,1
1fc88dd9-f795-45ff-a84d-e07595a04eee,0,0
1fc88dd9-f795-45ff-a84d-e07595a04eee,1,0
1fdf5512-977d-444c-9b6e-e2ba00bf2e4f,0,1
1fdf5512-977d-444c-9b6e-e2ba00bf2e4f,1,0
2055ba65-0a3b-4edf-b08f-dbf676edc907,0,0
2055ba65-0a3b-4edf-b08f-dbf676edc907,1,0
20aba86c-273e-4d02-aba0-4edcd5d5fe3f,0,1
20aba86c-273e-4d02-aba0-4edcd5d5fe3f,1,0
20f915a6-30ec-4ddf-8116-8781aa550091,0,0
20f915a6-30ec-4ddf-8116-8781aa550091,1,0
212bb248-e9c0-4b96-98d9-bbcc1b7a94dc,0,0
212bb248-e9c0-4b96-98d9-bbcc1b7a94dc,1,1
215debff-78f0-48a3-bf89-3daa8676dcda,0,0
215debff-78f0-48a3-bf89-3daa8676dcda,1,0
21fb4599-95cc-4b75-8f0c-2583826dab32,0,1
21fb4599-95cc-4b75-8f0c-2583826dab32,1,0
21fd1246-e861-4e3d-abcb-9872ceb4c7ac,0,0
21fd1246-e861-4e3d-abcb-9872ceb4c7ac,1,1
226d57c6-dede-4366-8f7e-b05d4ce3a1f8,0,0
226d57c6-dede-4366-8f7e-b05d4ce3a1f8,1,1
227b9677-0afc-4a96-a079-74077b5da864,0,1
227b9677-0afc-4a96-a079-74077b5da864,1,0
228f3c23-9683-48c5-a261-3f435ff07759,0,0
228f3c23-9683-48c5-a261-3f435ff07759,1,0
22be71ea-3e1b-4804-b492-0bb556778ba7,0,0
22be71ea-3e1b-4804-b492-0bb556778ba7,1,1
22f1a34f-7223-4a9d-87db-5a79daf3f7e6,0,1
22f1a34f-7223-4a9d-87db-5a79daf3f7e6,1,0
2305dace-5dd2-4e97-ab5c-122b64a7b022,0,0
2305dace-5dd2-4e97-ab5c-122b64a7b022,1,1
2338e272-746a-487c-9182-334db35a806d,0,1
2338e272-746a-487c-9182-334db35a806d,1,0
2355d79d-dd72-4b10-bffe-02d5c731d284,0,1
2355d79d-dd72-4b10-bffe-02d5c731d284,1,0
2397ae66-5ed5-4a88-8439-1bf7b5acc54e,0,0
2397ae66-5ed5-4a88-8439-1bf7b5acc54e,1,1
23cdd55e-ec25-45f0-8f2f-8177fc21dc07,0,1
23cdd55e-ec25-45f0-8f2f-8177fc21dc07,1,0
240d8d12-c2f8-40a0-a432-64d61ba1da6e,0,0
240d8d12-c2f8-40a0-a432-64d61ba1da6e,1,1
24211613-dbb2-4e4f-b2fc-248d622cf645,0,0
24211613-dbb2-4e4f-b2fc-248d622cf645,1,1
2430ecc7-8339-4c07-b3ac-5ede28875be6,0,0
2430ecc7-8339-4c07-b3ac-5ede28875be6,1,0
244aa495-f74b-4b9a-80b5-8213954c940f,0,1
244aa495-f74b-4b9a-80b5-8213954c940f,1,0
2487a7c0-4853-4eed-8b9c-bf51c8e93015,0,1
2487a7c0-4853-4eed-8b9c-bf51c8e93015,1,0
248ae995-dbcb-4bd4-a9e7-5b38e8f0a32c,0,0
248ae995-dbcb-4bd4-a9e7-5b38e8f0a32c,1,0
24bedf5a-f8a3-45f2-8392-ba12d0e76dc5,0,0
24bedf5a-f8a3-45f2-8392-ba12d0e76dc5,1,0
24f0b6b8-0f00-4c3b-8d76-b6528b382d82,0,0
24f0b6b8-0f00-4c3b-8d76-b6528b382d82,1,1
254a13a2-6c3b-4198-a970-9f1fd0c0de26,0,1
254a13a2-6c3b-4198-a970-9f1fd0c0de26,1,0
258743ba-3086-484e-9a01-6ac0bb3d7275,0,0
258743ba-3086-484e-9a01-6ac0bb3d7275,1,1
25c9e961-e14d-4a87-b3a0-6ad1a94413f0,0,1
25c9e961-e14d-4a87-b3a0-6ad1a94413f0,1,0
25fe06c0-b493-4fa1-8b87-2762d176258c,0,0
25fe06c0-b493-4fa1-8b87-2762d176258c,1,1
2600debb-c9bd-40bc-9c81-fae020cc26a1,0,0
2600debb-c9bd-40bc-9c81-fae020cc26a1,1,1
260d7964-2714-435b-8312-806533caf82f,0,1
260d7964-2714-435b-8312-806533caf82f,1,0
2704e82f-3dfd-45ac-ac65-635ad2290df8,0,1
2704e82f-3dfd-45ac-ac65-635ad2290df8,1,0
272ce961-2faf-45a7-a2fc-54cdb79aeda4,0,1
272ce961-2faf-45a7-a2fc-54cdb79aeda4,1,0
2756e170-8ff3-4714-85e8-323a88c4f599,0,1
2756e170-8ff3-4714-85e8-323a88c4f599,1,0
2762ca4c-685f-4570-b3cc-24b445d0c8f6,0,0
2762ca4c-685f-4570-b3cc-24b445d0c8f6,1,0
2763f245-ece1-452b-a5f7-5c4290630738,0,1
2763f245-ece1-452b-a5f7-5c4290630738,1,0
27694ed0-d35c-4e65-9fff-7bc1a018eff5,0,0
27694ed0-d35c-4e65-9fff-7bc1a018eff5,1,1
27b55af5-d161-4e13-888f-a4cf2cdbdc45,0,0
27b55af5-d161-4e13-888f-a4cf2cdbdc45,1,1
27eec637-cff3-4af6-a450-10c73b656118,0,1
27eec637-cff3-4af6-a450-10c73b656118,1,0
27ef9737-78d8-4370-bd33-c26ccef7023f,0,0
27ef9737-78d8-4370-bd33-c26ccef7023f,1,1
28aca4b6-8f51-4feb-92ed-d94ec7486282,0,0
28aca4b6-8f51-4feb-92ed-d94ec7486282,1,0
28ba6004-8b76-4f50-bffa-748a4e69b37b,0,0
28ba6004-8b76-4f50-bffa-748a4e69b37b,1,1
28d8b307-96b7-49dc-9e8c-26293a71d6f7,0,0
28d8b307-96b7-49dc-9e8c-26293a71d6f7,1,0
28fdc81f-ddcf-4834-9ce1-f7287ff0a99f,0,1
28fdc81f-ddcf-4834-9ce1-f7287ff0a99f,1,0
296b4988-43de-44d3-9df8-aed4198afb9c,0,1
296b4988-43de-44d3-9df8-aed4198afb9c,1,0
297ffca5-ef59-429a-bb86-77f759ad108d,0,0
297ffca5-ef59-429a-bb86-77f759ad108d,1,1
